year,month,circle,type_of_connection,service_provider,value,date
2024,August,Kolkata,wireline,BSNL,183329,8/1/2024
2024,September,Kolkata,wireline,BSNL,181589,9/1/2024
2024,October,Kolkata,wireline,BSNL,181110,10/1/2024
2024,November,Kolkata,wireline,BSNL,180509,11/1/2024
2024,December,Kolkata,wireline,BSNL,179768,12/1/2024
2025,January,Kolkata,wireline,BSNL,178801,1/1/2025
2025,February,Kolkata,wireline,BSNL,241934,2/1/2025
2025,March,Kolkata,wireline,BSNL,239254,3/1/2025
2025,April,Kolkata,wireline,BSNL,214837,4/1/2025
2009,January,Madhya Pradesh,wireline,BSNL,1127715,1/1/2009
2009,February,Madhya Pradesh,wireline,BSNL,1130575,2/1/2009
2009,March,Madhya Pradesh,wireline,BSNL,1109960,3/1/2009
2009,April,Madhya Pradesh,wireline,BSNL,1100093,4/1/2009
2009,May,Madhya Pradesh,wireline,BSNL,1316254,5/1/2009
2009,June,Madhya Pradesh,wireline,BSNL,1303000,6/1/2009
2009,July,Madhya Pradesh,wireline,BSNL,1290116,7/1/2009
2009,August,Madhya Pradesh,wireline,BSNL,1268072,8/1/2009
2009,September,Madhya Pradesh,wireline,BSNL,1264394,9/1/2009
2009,October,Madhya Pradesh,wireline,BSNL,1251825,10/1/2009
2009,November,Madhya Pradesh,wireline,BSNL,1246432,11/1/2009
2009,December,Madhya Pradesh,wireline,BSNL,1242805,12/1/2009
2010,January,Madhya Pradesh,wireline,BSNL,1233792,1/1/2010
2010,February,Madhya Pradesh,wireline,BSNL,1229165,2/1/2010
2010,March,Madhya Pradesh,wireline,BSNL,1229412,3/1/2010
2010,April,Madhya Pradesh,wireline,BSNL,1224119,4/1/2010
2010,May,Madhya Pradesh,wireline,BSNL,1212762,5/1/2010
2010,June,Madhya Pradesh,wireline,BSNL,1196828,6/1/2010
2010,July,Madhya Pradesh,wireline,BSNL,1180849,7/1/2010
2010,August,Madhya Pradesh,wireline,BSNL,1151333,8/1/2010
2010,September,Madhya Pradesh,wireline,BSNL,1124325,9/1/2010
2010,October,Madhya Pradesh,wireline,BSNL,1117133,10/1/2010
2010,November,Madhya Pradesh,wireline,BSNL,1100376,11/1/2010
2010,December,Madhya Pradesh,wireline,BSNL,1077462,12/1/2010
2011,January,Madhya Pradesh,wireline,BSNL,1076015,1/1/2011
2011,February,Madhya Pradesh,wireline,BSNL,1056213,2/1/2011
2011,March,Madhya Pradesh,wireline,BSNL,1040334,3/1/2011
2011,April,Madhya Pradesh,wireline,BSNL,1013132,4/1/2011
2011,May,Madhya Pradesh,wireline,BSNL,1001850,5/1/2011
2011,June,Madhya Pradesh,wireline,BSNL,981701,6/1/2011
2011,July,Madhya Pradesh,wireline,BSNL,959446,7/1/2011
2011,August,Madhya Pradesh,wireline,BSNL,949586,8/1/2011
2011,September,Madhya Pradesh,wireline,BSNL,870342,9/1/2011
2011,October,Madhya Pradesh,wireline,BSNL,867043,10/1/2011
2011,November,Madhya Pradesh,wireline,BSNL,860653,11/1/2011
2011,December,Madhya Pradesh,wireline,BSNL,853788,12/1/2011
2012,January,Madhya Pradesh,wireline,BSNL,850448,1/1/2012
2012,February,Madhya Pradesh,wireline,BSNL,848544,2/1/2012
2012,March,Madhya Pradesh,wireline,BSNL,851068,3/1/2012
2012,April,Madhya Pradesh,wireline,BSNL,846379,4/1/2012
2012,May,Madhya Pradesh,wireline,BSNL,841379,5/1/2012
2012,June,Madhya Pradesh,wireline,BSNL,838846,6/1/2012
2012,July,Madhya Pradesh,wireline,BSNL,837332,7/1/2012
2012,August,Madhya Pradesh,wireline,BSNL,836062,8/1/2012
2012,September,Madhya Pradesh,wireline,BSNL,835738,9/1/2012
2012,October,Madhya Pradesh,wireline,BSNL,834907,10/1/2012
2012,November,Madhya Pradesh,wireline,BSNL,834491,11/1/2012
2012,December,Madhya Pradesh,wireline,BSNL,834788,12/1/2012
2013,January,Madhya Pradesh,wireline,BSNL,835744,1/1/2013
2013,February,Madhya Pradesh,wireline,BSNL,831020,2/1/2013
2013,March,Madhya Pradesh,wireline,BSNL,835271,3/1/2013
2013,April,Madhya Pradesh,wireline,BSNL,831883,4/1/2013
2013,May,Madhya Pradesh,wireline,BSNL,830225,5/1/2013
2013,June,Madhya Pradesh,wireline,BSNL,830182,6/1/2013
2013,July,Madhya Pradesh,wireline,BSNL,829865,7/1/2013
2013,August,Madhya Pradesh,wireline,BSNL,829339,8/1/2013
2013,September,Madhya Pradesh,wireline,BSNL,830208,9/1/2013
2013,October,Madhya Pradesh,wireline,BSNL,827509,10/1/2013
2013,November,Madhya Pradesh,wireline,BSNL,827383,11/1/2013
2013,December,Madhya Pradesh,wireline,BSNL,826412,12/1/2013
2014,January,Madhya Pradesh,wireline,BSNL,826910,1/1/2014
2014,February,Madhya Pradesh,wireline,BSNL,828702,2/1/2014
2014,March,Madhya Pradesh,wireline,BSNL,833717,3/1/2014
2014,April,Madhya Pradesh,wireline,BSNL,832739,4/1/2014
2014,May,Madhya Pradesh,wireline,BSNL,831258,5/1/2014
2014,June,Madhya Pradesh,wireline,BSNL,830903,6/1/2014
2014,July,Madhya Pradesh,wireline,BSNL,830507,7/1/2014
2014,August,Madhya Pradesh,wireline,BSNL,831359,8/1/2014
2014,September,Madhya Pradesh,wireline,BSNL,831860,9/1/2014
2014,October,Madhya Pradesh,wireline,BSNL,829233,10/1/2014
2014,November,Madhya Pradesh,wireline,BSNL,829556,11/1/2014
2014,December,Madhya Pradesh,wireline,BSNL,829250,12/1/2014
2015,January,Madhya Pradesh,wireline,BSNL,829284,1/1/2015
2015,February,Madhya Pradesh,wireline,BSNL,829404,2/1/2015
2015,March,Madhya Pradesh,wireline,BSNL,830015,3/1/2015
2015,April,Madhya Pradesh,wireline,BSNL,823526,4/1/2015
2015,May,Madhya Pradesh,wireline,BSNL,811593,5/1/2015
2015,June,Madhya Pradesh,wireline,BSNL,789832,6/1/2015
2015,July,Madhya Pradesh,wireline,BSNL,778724,7/1/2015
2015,August,Madhya Pradesh,wireline,BSNL,774143,8/1/2015
2015,September,Madhya Pradesh,wireline,BSNL,772643,9/1/2015
2015,October,Madhya Pradesh,wireline,BSNL,764066,10/1/2015
2015,November,Madhya Pradesh,wireline,BSNL,753979,11/1/2015
2015,December,Madhya Pradesh,wireline,BSNL,749297,12/1/2015
2016,January,Madhya Pradesh,wireline,BSNL,744489,1/1/2016
2016,February,Madhya Pradesh,wireline,BSNL,742034,2/1/2016
2016,March,Madhya Pradesh,wireline,BSNL,741227,3/1/2016
2016,April,Madhya Pradesh,wireline,BSNL,736611,4/1/2016
2016,May,Madhya Pradesh,wireline,BSNL,729749,5/1/2016
2016,June,Madhya Pradesh,wireline,BSNL,726579,6/1/2016
2016,July,Madhya Pradesh,wireline,BSNL,724367,7/1/2016
2016,August,Madhya Pradesh,wireline,BSNL,722934,8/1/2016
2016,September,Madhya Pradesh,wireline,BSNL,724554,9/1/2016
2016,October,Madhya Pradesh,wireline,BSNL,725901,10/1/2016
2016,November,Madhya Pradesh,wireline,BSNL,725650,11/1/2016
2016,December,Madhya Pradesh,wireline,BSNL,726773,12/1/2016
2017,January,Madhya Pradesh,wireline,BSNL,721056,1/1/2017
2017,February,Madhya Pradesh,wireline,BSNL,719580,2/1/2017
2017,March,Madhya Pradesh,wireline,BSNL,714319,3/1/2017
2017,April,Madhya Pradesh,wireline,BSNL,709291,4/1/2017
2017,May,Madhya Pradesh,wireline,BSNL,704699,5/1/2017
2017,June,Madhya Pradesh,wireline,BSNL,704002,6/1/2017
2017,July,Madhya Pradesh,wireline,BSNL,700710,7/1/2017
2017,August,Madhya Pradesh,wireline,BSNL,697791,8/1/2017
2017,September,Madhya Pradesh,wireline,BSNL,694783,9/1/2017
2017,October,Madhya Pradesh,wireline,BSNL,691778,10/1/2017
2017,November,Madhya Pradesh,wireline,BSNL,688000,11/1/2017
2017,December,Madhya Pradesh,wireline,BSNL,679047,12/1/2017
2018,January,Madhya Pradesh,wireline,BSNL,672888,1/1/2018
2018,February,Madhya Pradesh,wireline,BSNL,667834,2/1/2018
2018,March,Madhya Pradesh,wireline,BSNL,665705,3/1/2018
2018,April,Madhya Pradesh,wireline,BSNL,660232,4/1/2018
2018,May,Madhya Pradesh,wireline,BSNL,657943,5/1/2018
2018,June,Madhya Pradesh,wireline,BSNL,656620,6/1/2018
2018,July,Madhya Pradesh,wireline,BSNL,656591,7/1/2018
2018,August,Madhya Pradesh,wireline,BSNL,656659,8/1/2018
2018,September,Madhya Pradesh,wireline,BSNL,656329,9/1/2018
2018,October,Madhya Pradesh,wireline,BSNL,656396,10/1/2018
2018,November,Madhya Pradesh,wireline,BSNL,656829,11/1/2018
2018,December,Madhya Pradesh,wireline,BSNL,656076,12/1/2018
2019,January,Madhya Pradesh,wireline,BSNL,654871,1/1/2019
2019,February,Madhya Pradesh,wireline,BSNL,653663,2/1/2019
2019,March,Madhya Pradesh,wireline,BSNL,650594,3/1/2019
2019,April,Madhya Pradesh,wireline,BSNL,648103,4/1/2019
2019,May,Madhya Pradesh,wireline,BSNL,645734,5/1/2019
